,loss,accuracy,val_loss,val_accuracy
0,0.8285245895385742,0.679911196231842,0.6290864944458008,0.7358104586601257
1,0.5985046625137329,0.7480485439300537,0.5786869525909424,0.7542315125465393
2,0.5605080127716064,0.7620012164115906,0.5473378896713257,0.76591557264328
3,0.5346941947937012,0.7725247740745544,0.5258574485778809,0.7742065787315369
4,0.5159700512886047,0.7802682518959045,0.5114349722862244,0.7798420190811157
5,0.5012691617012024,0.7865069508552551,0.49626946449279785,0.788546085357666
6,0.48900771141052246,0.7917425036430359,0.48372745513916016,0.7938963770866394
7,0.478861927986145,0.796355128288269,0.47567111253738403,0.7983024716377258
8,0.4700995087623596,0.79991215467453,0.4699139893054962,0.8009480834007263
9,0.46286341547966003,0.8031904697418213,0.46448466181755066,0.8013414740562439
10,0.4568661153316498,0.8066688179969788,0.4554573595523834,0.8052656650543213
11,0.450991153717041,0.809750497341156,0.45055243372917175,0.8111962676048279
12,0.4453752636909485,0.8125600218772888,0.44531410932540894,0.8120322227478027
13,0.4410923719406128,0.8142516613006592,0.4400039315223694,0.8135074973106384
14,0.43650537729263306,0.8163334131240845,0.4383196234703064,0.8145696520805359
15,0.43157318234443665,0.819106936454773,0.4332370460033417,0.8169890642166138
16,0.42883923649787903,0.8200477957725525,0.4287581741809845,0.820451021194458
17,0.4242895543575287,0.8223065733909607,0.4262668490409851,0.8210510015487671
18,0.4206922650337219,0.8239916563034058,0.42112407088279724,0.8233130574226379
19,0.4175097346305847,0.8251292705535889,0.4157849848270416,0.825221061706543
20,0.4148801565170288,0.8263750076293945,0.41866493225097656,0.8245817422866821
21,0.41137009859085083,0.8284469246864319,0.4131782352924347,0.8272470831871033
22,0.40839824080467224,0.8303319811820984,0.41117754578590393,0.827129065990448
23,0.4060859978199005,0.8313614130020142,0.41056007146835327,0.8287813663482666
24,0.4033857583999634,0.8324530720710754,0.4105120897293091,0.8307483792304993
25,0.4010380208492279,0.8329973220825195,0.40303707122802734,0.8330104351043701
26,0.39913156628608704,0.8338693380355835,0.40211567282676697,0.8334529995918274
27,0.3969099819660187,0.8349610567092896,0.40113192796707153,0.8314859867095947
28,0.39456653594970703,0.8362821936607361,0.39682772755622864,0.8354200124740601
29,0.3925544023513794,0.8373017907142639,0.3964789807796478,0.8343086242675781
30,0.390218585729599,0.8382131457328796,0.39518052339553833,0.836078941822052
31,0.38862693309783936,0.8387147784233093,0.38929295539855957,0.8377017378807068
32,0.38647642731666565,0.8397048115730286,0.39160194993019104,0.8356068730354309
33,0.38536909222602844,0.8408325910568237,0.39207983016967773,0.8354986906051636
34,0.3836927115917206,0.841284990310669,0.38690149784088135,0.8391180038452148
35,0.381515234708786,0.8422553539276123,0.386618435382843,0.8382229804992676
36,0.3799813985824585,0.8433405160903931,0.3851144015789032,0.8397572636604309
37,0.37849360704421997,0.8439863324165344,0.3879416882991791,0.8397572636604309
38,0.37664949893951416,0.8447076082229614,0.3818807303905487,0.8435831069946289
39,0.3748714029788971,0.8459435105323792,0.37829160690307617,0.8439273238182068
40,0.37340039014816284,0.8462024927139282,0.38013505935668945,0.8441436886787415
41,0.3729376196861267,0.8463073968887329,0.38132813572883606,0.8412325382232666
42,0.37083104252815247,0.8476285934448242,0.37518322467803955,0.846425473690033
43,0.36973756551742554,0.8475826978683472,0.37764185667037964,0.8439273238182068
44,0.3689512312412262,0.8480350971221924,0.3766171634197235,0.8440748453140259
45,0.36740922927856445,0.8482580184936523,0.37132054567337036,0.8471139073371887
46,0.3656114935874939,0.8498086929321289,0.3704451024532318,0.8478023409843445
47,0.36452460289001465,0.8502512574195862,0.3687995672225952,0.8473007678985596
48,0.36330461502075195,0.8506840467453003,0.3701000511646271,0.8477826714515686
49,0.36222532391548157,0.8511954545974731,0.3665211498737335,0.8495824933052063
50,0.36045005917549133,0.8515462279319763,0.36517858505249023,0.8499955534934998
51,0.3599494993686676,0.8522215485572815,0.36347460746765137,0.8512741327285767
52,0.35867446660995483,0.8525330424308777,0.3642899990081787,0.8502217531204224
53,0.35760000348091125,0.8529788851737976,0.36364951729774475,0.8507725596427917
54,0.3567684590816498,0.8536771535873413,0.36031123995780945,0.8516380190849304
55,0.35543811321258545,0.8537459969520569,0.3678020238876343,0.8491005897521973
56,0.3541891276836395,0.8546967506408691,0.362321138381958,0.8517953753471375
57,0.3527261018753052,0.8554802536964417,0.3583868443965912,0.8524445295333862
58,0.3525957465171814,0.8549000024795532,0.3612366318702698,0.8511659502983093
59,0.3518451452255249,0.8559326529502869,0.3583662211894989,0.853624701499939
60,0.35034793615341187,0.8562769293785095,0.36594873666763306,0.8490710854530334
61,0.3499104678630829,0.8562703728675842,0.3573916554450989,0.8546672463417053
62,0.348928838968277,0.8564965724945068,0.35374706983566284,0.8554638624191284
63,0.3480098843574524,0.8571194410324097,0.3530600368976593,0.8559654355049133
64,0.3467254042625427,0.8569981455802917,0.355396568775177,0.8540475964546204
65,0.3458366096019745,0.8583586812019348,0.35259026288986206,0.8559359312057495
66,0.3458107113838196,0.8582439422607422,0.3512529730796814,0.8562211990356445
67,0.34391123056411743,0.8594306707382202,0.3515012860298157,0.856801450252533
68,0.34434953331947327,0.8582406640052795,0.3502708673477173,0.856801450252533
69,0.34315991401672363,0.8590438365936279,0.3491719663143158,0.8584045767784119
70,0.34147340059280396,0.8594568967819214,0.34977513551712036,0.8579521179199219
71,0.3409915268421173,0.8600240349769592,0.35280582308769226,0.8554638624191284
72,0.34029361605644226,0.8600338697433472,0.34742966294288635,0.8589946627616882
73,0.3395262360572815,0.8607256412506104,0.3490220308303833,0.8570079803466797
74,0.3396283984184265,0.8608600497245789,0.3469722867012024,0.8588963150978088
75,0.33875516057014465,0.861007571220398,0.345729798078537,0.8585029244422913
76,0.3373127579689026,0.8617517352104187,0.3498806953430176,0.8583062291145325
77,0.3370656669139862,0.861702561378479,0.3517259359359741,0.856309711933136
78,0.3372724652290344,0.8618369698524475,0.3456936478614807,0.8580799698829651
79,0.33633527159690857,0.8619910478591919,0.34207627177238464,0.8606371283531189
80,0.3350828289985657,0.8627090454101562,0.3472284972667694,0.8596339225769043
81,0.33423125743865967,0.8626992106437683,0.3414018154144287,0.8622402548789978
82,0.3345538377761841,0.8629778623580933,0.33941102027893066,0.8617976307868958
83,0.33258160948753357,0.8637253046035767,0.3415888547897339,0.8603617548942566
84,0.3327294886112213,0.8629811406135559,0.34265169501304626,0.860007643699646
85,0.33218199014663696,0.8637843132019043,0.3420361578464508,0.8624861240386963
86,0.3314541280269623,0.8642171025276184,0.34264233708381653,0.8590536713600159
87,0.3310191035270691,0.8644465804100037,0.3394635319709778,0.8621025681495667
88,0.32996639609336853,0.8650727272033691,0.3407123386859894,0.8615419268608093
89,0.3309108316898346,0.8644760847091675,0.338593453168869,0.862692654132843
90,0.32940563559532166,0.8651219010353088,0.3348011374473572,0.8646990060806274
91,0.3282359838485718,0.8658758997917175,0.33697280287742615,0.8624762892723083
92,0.3279814124107361,0.8654136657714844,0.34133341908454895,0.8610305190086365
93,0.3285706639289856,0.8655185699462891,0.34112662076950073,0.8597224354743958
94,0.32724297046661377,0.8660136461257935,0.34082862734794617,0.8616894483566284
95,0.32656246423721313,0.8658693432807922,0.3364321291446686,0.8638826608657837
96,0.3271275460720062,0.865584135055542,0.33922088146209717,0.8628795146942139
97,0.32484200596809387,0.8673216700553894,0.33243271708488464,0.8638924956321716
98,0.32528361678123474,0.8665119409561157,0.33507204055786133,0.8643744587898254
99,0.3252177834510803,0.8665611147880554,0.33337217569351196,0.8638826608657837
100,0.32478538155555725,0.8666332364082336,0.33174780011177063,0.8650038838386536
101,0.3240877091884613,0.8673315048217773,0.3329254984855652,0.8654562830924988
102,0.32456356287002563,0.8670167922973633,0.3374122679233551,0.8611583709716797
103,0.32368019223213196,0.8675740957260132,0.33074572682380676,0.8652104139328003
104,0.3225570321083069,0.8675708174705505,0.33225494623184204,0.8640794157981873
105,0.3224823474884033,0.868046224117279,0.33167731761932373,0.8638433218002319
106,0.3221571743488312,0.8682494759559631,0.3313417136669159,0.8643154501914978
107,0.3224693834781647,0.8676134347915649,0.33022764325141907,0.8654562830924988
108,0.32101693749427795,0.8685805797576904,0.33042195439338684,0.8649153709411621
109,0.3208155333995819,0.8686068058013916,0.3296857476234436,0.8659972548484802
110,0.32023072242736816,0.8690198659896851,0.3317582905292511,0.8661644458770752
111,0.3201736509799957,0.8689149618148804,0.332867294549942,0.8638531565666199
112,0.31953856348991394,0.8694165349006653,0.33835911750793457,0.8599092960357666
113,0.32031163573265076,0.869085431098938,0.3287777900695801,0.8657021522521973
114,0.31888413429260254,0.8695968389511108,0.33308282494544983,0.8639416694641113
115,0.3200732469558716,0.86907559633255,0.3345857858657837,0.8639810085296631
116,0.3181810677051544,0.8702689409255981,0.3293097913265228,0.8658496737480164
117,0.31776756048202515,0.8697541952133179,0.32673096656799316,0.8673642873764038
118,0.31788232922554016,0.8698000907897949,0.3263874351978302,0.8680822849273682
119,0.31801939010620117,0.8699804544448853,0.32997745275497437,0.8642171025276184
120,0.31675755977630615,0.8704394102096558,0.324984610080719,0.8675904870033264
121,0.31700411438941956,0.8701378107070923,0.3287320137023926,0.8660169243812561
122,0.31649816036224365,0.8704885840415955,0.3297446370124817,0.8633024096488953
123,0.3167939782142639,0.8700722455978394,0.3239648938179016,0.8688100576400757
124,0.3152444064617157,0.8709082007408142,0.3256380259990692,0.8676199913024902
125,0.3152680993080139,0.8707901835441589,0.32795652747154236,0.8662136197090149
126,0.3153533935546875,0.8707869052886963,0.3264268636703491,0.8678068518638611
127,0.31459543108940125,0.8711835741996765,0.32349419593811035,0.8684756755828857
128,0.31442272663116455,0.8715933561325073,0.3234322965145111,0.8681216239929199
129,0.3146204650402069,0.8708065748214722,0.3239835202693939,0.8685248494148254
130,0.31440499424934387,0.8714261651039124,0.32831862568855286,0.8643154501914978
131,0.31340116262435913,0.8719802498817444,0.32762205600738525,0.8665971755981445
132,0.3139021396636963,0.8715769648551941,0.32679229974746704,0.8669315576553345
133,0.31259047985076904,0.8722490668296814,0.31988653540611267,0.8693411350250244
134,0.31243962049484253,0.8715048432350159,0.32385143637657166,0.8678560256958008
135,0.31311851739883423,0.8716851472854614,0.32306843996047974,0.8683281540870667
136,0.31229570508003235,0.8721703886985779,0.32043325901031494,0.8697836995124817
137,0.31161999702453613,0.871993362903595,0.32305270433425903,0.8673151135444641
138,0.31240200996398926,0.8721900582313538,0.32199153304100037,0.8693706393241882
139,0.3110843896865845,0.8730587959289551,0.3253791630268097,0.8659185171127319
140,0.3110596537590027,0.8723343014717102,0.32356759905815125,0.8677871823310852
141,0.3103433847427368,0.8733144998550415,0.3312141001224518,0.8629385232925415
142,0.3098638653755188,0.8731538653373718,0.3253090977668762,0.867816686630249
143,0.309835284948349,0.8731210827827454,0.321268230676651,0.8693608045578003
144,0.3099234104156494,0.8734685778617859,0.32531601190567017,0.868278980255127
145,0.30979403853416443,0.8735833168029785,0.3215312957763672,0.8679249286651611
146,0.30957597494125366,0.87367182970047,0.3173633813858032,0.8703246712684631
147,0.3085602819919586,0.8741472363471985,0.326561838388443,0.8672266006469727
148,0.3089851438999176,0.873727560043335,0.3184509575366974,0.8716130256652832
149,0.31002581119537354,0.873078465461731,0.3199516832828522,0.8701476454734802
150,0.3081682026386261,0.8739112019538879,0.3164609670639038,0.8701476454734802
151,0.30849719047546387,0.8743111491203308,0.3276805281639099,0.8649547100067139
152,0.3071974515914917,0.8744816184043884,0.3173016905784607,0.8701968193054199
153,0.3076419234275818,0.874439001083374,0.32184702157974243,0.8671970963478088
154,0.3067229986190796,0.874884843826294,0.3190579414367676,0.8706393837928772
155,0.3072414696216583,0.8743439316749573,0.3198752701282501,0.8697640299797058
156,0.3061385750770569,0.874504566192627,0.32061567902565,0.8683281540870667
